Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,sidoarjo,jember,bayuwangi,batu,kediri,surabaya,malang,pacitan,tuban,jombang,tulungagung,sumenep,probolinggo,ngawi,madiun,pasuruan,pamekasan,bojonegoro,mojokerto,nganjuk,lamongan,magetan,ponorogo,situbondo,gresik,blitar,bondowoso,trenggalek,lumajang,sampang,bangkalan,purworejo
OYO 1665 Aurila Homestay Syariah,1102,170632,malang,0,8.3,-7.9397735,112.6047899,0.008569989,45877.9,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1103,170632,malang,0,8.3,-7.9397735,112.6047899,0.008569989,44807.3,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1108,170632,malang,0,8.3,-7.9397735,112.6047899,0.008569989,43947.6,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1123,170632,malang,0,8.3,-7.9397735,112.6047899,0.009225394,33495.11111,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1124,170632,malang,0,8.3,-7.9397735,112.6047899,0.009225394,32677.44444,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1125,170632,malang,0,8.3,-7.9397735,112.6047899,0.009225394,33247.77778,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1126,170632,malang,0,8.3,-7.9397735,112.6047899,0.009225394,43386.22222,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1127,170632,malang,0,8.3,-7.9397735,112.6047899,0.009225394,46171.88889,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1128,170632,malang,0,8.3,-7.9397735,112.6047899,0.009225394,31683.22222,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1027,170633,malang,0,8.3,-7.9397735,112.6047899,0.008569989,53672,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1029,170633,malang,0,8.3,-7.9397735,112.6047899,0.008569989,48466.33333,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1030,170633,malang,0,8.3,-7.9397735,112.6047899,0.008569989,55031.33333,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1031,170633,malang,0,8.3,-7.9397735,112.6047899,0.008569989,50033.22222,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1104,170633,malang,0,8.3,-7.9397735,112.6047899,0.008569989,45925.8,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1105,170633,malang,0,8.3,-7.9397735,112.6047899,0.008569989,65577.4,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1665 Aurila Homestay Syariah,1106,170633,malang,0,8.3,-7.9397735,112.6047899,0.008569989,74538,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1028,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,229618.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1029,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,152566.2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1030,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,373262,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1031,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,144866.2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1101,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,146366.2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1102,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,146366.2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1103,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,149366.2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1104,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,149366.2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1105,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,160366.2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1106,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,144774,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1108,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,140366.2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1119,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,411039.2222,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1121,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,149075.4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1122,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,145775.4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1123,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,140366.2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1125,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,143366.2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1126,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,404250.3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3020 Penginapan Citra Rasa,1128,170696,magetan,0,6.4,-7.675158,111.232218,0.086013009,157936.7,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 3712 Hotel Palem Sari,1106,170699,batu,0,8.1,-7.8414256,112.5282707,0.015455859,276527.375,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1027,170798,malang,0,0,-7.9482475,112.628457,0.008740753,107534.75,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1028,170798,malang,0,0,-7.9482475,112.628457,0.008740753,68403.77778,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1029,170798,malang,0,0,-7.9482475,112.628457,0.008740753,126733.1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1030,170798,malang,0,0,-7.9482475,112.628457,0.008740753,122213.6,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1031,170798,malang,0,0,-7.9482475,112.628457,0.008740753,82056.8,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1101,170798,malang,0,0,-7.9482475,112.628457,0.008740753,96386.11111,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1102,170798,malang,0,0,-7.9482475,112.628457,0.008740753,83711.6,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1103,170798,malang,0,0,-7.9482475,112.628457,0.008740753,83711.6,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1104,170798,malang,0,0,-7.9482475,112.628457,0.008740753,84278.1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1105,170798,malang,0,0,-7.9482475,112.628457,0.008740753,103737.2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1106,170798,malang,0,0,-7.9482475,112.628457,0.008740753,58907.77778,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1107,170798,malang,0,0,-7.9482475,112.628457,0.008740753,84278.1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1108,170798,malang,0,0,-7.9482475,112.628457,0.008740753,84278.1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1027,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,86754.33333,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1029,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,99639.7,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1030,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,101035.9,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1101,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,100239.6,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1105,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,100139.7,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1106,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,99255.1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1107,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,99779.7,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1108,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,99779.7,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1028,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,180311.5,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1029,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,189537.1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1030,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,259801.625,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1031,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,183566.5,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1101,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,179749.2222,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1102,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,179749.2222,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1103,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,179749.2222,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1104,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,179749.2222,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1105,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,215787.5556,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1107,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,211946.5,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1108,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,183194.5,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1119,170798,malang,0,0,-7.9482475,112.628457,0.009558805,117622,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1121,170798,malang,0,0,-7.9482475,112.628457,0.009558805,94541.1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1123,170798,malang,0,0,-7.9482475,112.628457,0.009558805,106836.7,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1124,170798,malang,0,0,-7.9482475,112.628457,0.009558805,110074.2,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1125,170798,malang,0,0,-7.9482475,112.628457,0.009558805,109402.6,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1126,170798,malang,0,0,-7.9482475,112.628457,0.009558805,132746,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90462 Madasia House,1127,170798,malang,0,0,-7.9482475,112.628457,0.009558805,95379.66667,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1119,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,102569.1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1120,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,109946.6667,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1121,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,103865.1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1122,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,110285.1111,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1123,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,100139.7,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1124,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,100139.7,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1125,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,100139.7,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1126,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,100139.7,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1127,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,100139.7,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90541 Cozy Residence,1128,170798,tuban,0,0,-6.8987811,112.0714284,0.015025075,104849.7,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1119,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,218848.1111,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1120,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,170292.5714,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1121,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,200604.5,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1122,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,185630.4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1123,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,181472.1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1124,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,178124.1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1125,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,178738.8,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1126,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,201472.1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90488 Harwin Homestay,1128,170798,batu,0,0,-7.8644613,112.5391876,0.013290064,192105.4,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90480 Sultan Guest House,1119,170836,malang,0,8.5,-7.9268518,112.6020215,0.012197107,43997.6,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Wilis Indah,1027,170900,malang,1,8.5,-7.5923506,111.8913233,0.188548701,94442.77778,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Wilis Indah,1028,170900,malang,1,8.5,-7.5923506,111.8913233,0.188548701,77171.25,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
