Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,tangerang,lebak,serang,pandeglang
OYO 3277 Inayah Pkpri Hotel Syariah,1106,246618,serang,0,7.9,-6.1075782,106.1702346,0.024545906,185270.8889,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0
OYO 3277 Inayah Pkpri Hotel Syariah,1107,246618,serang,0,7.9,-6.1075782,106.1702346,0.024545906,185270.8889,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0
OYO 3277 Inayah Pkpri Hotel Syariah,1108,246618,serang,0,7.9,-6.1075782,106.1702346,0.024545906,172082,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
OYO 3277 Inayah Pkpri Hotel Syariah,1121,246618,serang,0,7.9,-6.1075782,106.1702346,0.034088934,146410.3,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0
OYO 3277 Inayah Pkpri Hotel Syariah,1122,246618,serang,0,7.9,-6.1075782,106.1702346,0.034088934,95635.66667,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
OYO 3277 Inayah Pkpri Hotel Syariah,1123,246618,serang,0,7.9,-6.1075782,106.1702346,0.034088934,100917.375,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
OYO 3277 Inayah Pkpri Hotel Syariah,1124,246618,serang,0,7.9,-6.1075782,106.1702346,0.034088934,156746.7778,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
OYO 3277 Inayah Pkpri Hotel Syariah,1126,246618,serang,0,7.9,-6.1075782,106.1702346,0.034088934,203413.4444,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
Starlet Hotel BSD City Tangerang,1101,247500,tangerang,0,8.1,-6.2888651,106.6512365,0.013724483,286071.4,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel BSD City Tangerang,1102,247500,tangerang,0,8.1,-6.2888651,106.6512365,0.013724483,369920.7,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1123,249495,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,325766,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1124,249495,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,331562.625,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1125,249495,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,300225.8571,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1126,249495,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,336346.25,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1128,249495,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,293709,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0
Hotel Mahadria Syariah,1027,250000,serang,2,7.8,-6.118341,106.152805,0.017293344,143172.75,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1028,250000,serang,2,7.8,-6.118341,106.152805,0.017293344,77911.71429,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1029,250000,serang,2,7.8,-6.118341,106.152805,0.017293344,129714.125,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1030,250000,serang,2,7.8,-6.118341,106.152805,0.017293344,121057.4444,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1031,250000,serang,2,7.8,-6.118341,106.152805,0.017293344,168271.3,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1101,250000,serang,2,7.8,-6.118341,106.152805,0.017293344,202896.3333,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1104,250000,serang,2,7.8,-6.118341,106.152805,0.017293344,137680.875,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1105,250000,serang,2,7.8,-6.118341,106.152805,0.017293344,183326.6667,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1106,250000,serang,2,7.8,-6.118341,106.152805,0.017293344,182264.6667,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1107,250000,serang,2,7.8,-6.118341,106.152805,0.017293344,182264.6667,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1108,250000,serang,2,7.8,-6.118341,106.152805,0.017293344,169038.2,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1119,250000,serang,2,7.8,-6.118341,106.152805,0.02706405,82118.11111,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1120,250000,serang,2,7.8,-6.118341,106.152805,0.02706405,145668.7778,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1121,250000,serang,2,7.8,-6.118341,106.152805,0.02706405,131440.1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1122,250000,serang,2,7.8,-6.118341,106.152805,0.02706405,79377.88889,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1123,250000,serang,2,7.8,-6.118341,106.152805,0.02706405,83050.125,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1124,250000,serang,2,7.8,-6.118341,106.152805,0.02706405,140489,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1125,250000,serang,2,7.8,-6.118341,106.152805,0.02706405,185018.5556,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1126,250000,serang,2,7.8,-6.118341,106.152805,0.02706405,187155.6667,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1127,250000,serang,2,7.8,-6.118341,106.152805,0.02706405,140792.4,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
Hotel Mahadria Syariah,1128,250000,serang,2,7.8,-6.118341,106.152805,0.02706405,136007.2,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
Arotel BSD,1119,250001,tangerang,0,8.1,-6.300289,106.669365,0.010365773,248665.5,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0
Arotel BSD,1120,250001,tangerang,0,8.1,-6.300289,106.669365,0.010365773,223903.4,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0
OYO Flagship 2131 Hotel Binong Near Rumah Sakit Aminah,1123,251726,tangerang,2,7.8,-6.2273555,106.5955659,0.007124279,77395.9,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0
OYO Flagship 2131 Hotel Binong Near Rumah Sakit Aminah,1125,251726,tangerang,2,7.8,-6.2273555,106.5955659,0.007124279,77395.9,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0
OYO Flagship 2131 Hotel Binong Near Rumah Sakit Aminah,1126,251726,tangerang,2,7.8,-6.2273555,106.5955659,0.007124279,77651.8,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0
OYO 3277 Inayah Pkpri Hotel Syariah,1125,254148,serang,0,7.9,-6.1075782,106.1702346,0.034088934,194583,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
Arotel BSD,1121,255000,tangerang,0,8.1,-6.300289,106.669365,0.010365773,196455.4444,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0
Hotel Mandala,1125,255000,tangerang,1,8.1,-6.1643275,106.6344269,0.015797949,116265.8889,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
Hotel Mandala,1126,255000,tangerang,1,8.1,-6.1643275,106.6344269,0.015797949,96726.66667,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
OYO Flagship 728 Baileys Apartment Near RS Aria Sentra Medika,1027,255546,tangerang,2,8.6,-6.314902,106.7460136,0.044826346,204783,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0
OYO Flagship 2131 Hotel Binong Near Rumah Sakit Aminah,1028,255815,tangerang,2,7.8,-6.2273555,106.5955659,0.007124279,75760.3,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0
Pranaya Boutique Hotel,1124,256000,tangerang,3,8.6,-6.296223,106.6677592,0.009727024,238973.1111,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
Pranaya Boutique Hotel,1107,257400,tangerang,3,8.6,-6.296223,106.6677592,0.009727024,202698.4,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0
Pranaya Boutique Hotel,1108,257400,tangerang,3,8.6,-6.296223,106.6677592,0.009727024,218968.4,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1027,259147,tangerang,0,0,-6.2477175,106.6104054,0.01363666,448530.25,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1028,259147,tangerang,0,0,-6.2477175,106.6104054,0.01363666,238430.75,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1101,259147,tangerang,0,7.1,-6.2477175,106.6104054,0.01363666,399422.6,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1104,259147,tangerang,0,7.1,-6.2477175,106.6104054,0.01363666,390609.1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1107,259147,tangerang,0,7.3,-6.2477175,106.6104054,0.01363666,390000.8889,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1108,259147,tangerang,0,7.3,-6.2477175,106.6104054,0.01363666,421180.6667,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1121,259147,tangerang,0,7.6,-6.2477175,106.6104054,0.01363666,400661.1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1122,259147,tangerang,0,7.4,-6.2477175,106.6104054,0.01363666,400433.6,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1123,259147,tangerang,0,7.4,-6.2477175,106.6104054,0.01363666,392851,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1124,259147,tangerang,0,7.4,-6.2477175,106.6104054,0.01363666,388892.3,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
Starlet Hotel BSD City Tangerang,1103,259875,tangerang,0,8.1,-6.2888651,106.6512365,0.013724483,330799.1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Pakons Prime Hotel,1101,260000,tangerang,4,8.4,-6.1693884,106.6330819,0.016088019,96552.85714,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
Pakons Prime Hotel,1103,260000,tangerang,4,8.4,-6.1693884,106.6330819,0.016088019,116983.75,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
Pakons Prime Hotel,1104,260000,tangerang,4,8.4,-6.1693884,106.6330819,0.016088019,166757.125,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
Pakons Prime Hotel,1105,260000,tangerang,4,8.4,-6.1693884,106.6330819,0.016088019,129421.25,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
Pakons Prime Hotel,1107,260000,tangerang,4,8.4,-6.1693884,106.6330819,0.016088019,193798.5556,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0
Pakons Prime Hotel,1108,260000,tangerang,4,8.4,-6.1693884,106.6330819,0.016088019,165485.6667,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
OYO 3277 Inayah Pkpri Hotel Syariah,1128,260420,serang,0,7.9,-6.1075782,106.1702346,0.034088934,136692.3,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0
OYO 3277 Inayah Pkpri Hotel Syariah,1105,262940,serang,0,7.9,-6.1075782,106.1702346,0.024545906,171824.4444,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
Sunset View Carita,1027,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,1163404.444,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1028,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,698126.6667,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1029,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,638331.7778,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1031,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,537993.1111,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1101,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,434719.1111,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1102,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,414385.7778,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1103,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,553508.8889,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1104,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,429510.7778,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1105,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,533215.3333,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1107,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,440296.4444,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1108,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,411447.2,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1119,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,750133.6,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1122,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,501455.2,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1123,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,486039.8,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1124,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,513192.2,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1125,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,541869.2,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1126,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,585368.6667,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1
Sunset View Carita,1128,265000,pandeglang,2,7.7,-6.2940092,105.837079,0.117543787,464555.8,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1
My Hotel Cilegon,1027,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,185483.3,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1028,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,185483.3,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1031,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,169075,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1101,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,198195,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1102,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,204448.1111,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1103,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,198195,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1104,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,202101.1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1107,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,218327.5,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1108,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,204042.5,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1121,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,179672.7,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1122,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,179672.7,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1123,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,179672.7,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1124,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,179672.7,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1125,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,179672.7,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
My Hotel Cilegon,1128,268000,serang,1,7.6,-6.0476297,106.0688805,0.032836842,179036,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0
Hotel Mentari Pasar Lama,1027,270000,tangerang,2,8.1,-6.1778333,106.6319715,0.014568207,194141.8889,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0
Hotel Mentari Pasar Lama,1028,270000,tangerang,2,8.1,-6.1778333,106.6319715,0.014568207,227652.5556,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0
Hotel Mentari Pasar Lama,1101,270000,tangerang,2,8.1,-6.1778333,106.6319715,0.014568207,138761.25,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0
Hotel Mentari Pasar Lama,1102,270000,tangerang,2,8.1,-6.1778333,106.6319715,0.014568207,201176.7778,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0
Hotel Mentari Pasar Lama,1103,270000,tangerang,2,8.1,-6.1778333,106.6319715,0.014568207,138761.25,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0
Hotel Mentari Pasar Lama,1104,270000,tangerang,2,8.1,-6.1778333,106.6319715,0.014568207,187034.625,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0
Hotel Mentari Pasar Lama,1108,270000,tangerang,2,8.1,-6.1778333,106.6319715,0.014568207,183732.3333,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0
HM Social Karawaci,1027,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,75494.1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1028,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,71504.8,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1029,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,78927,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1030,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,79665.5,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1031,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,76301.1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1101,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,77824.5,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1102,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,77824.5,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1103,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,77824.5,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1104,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,73293.4,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1105,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,71960.8,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1106,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,72018.2,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1107,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,73293.4,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1108,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,73293.4,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
Starlet Hotel BSD City Tangerang,1029,270000,tangerang,0,8.1,-6.2888651,106.6512365,0.013724483,285171.5,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel BSD City Tangerang,1030,270000,tangerang,0,8.1,-6.2888651,106.6512365,0.013724483,252595.9,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0
Hotel Mentari Pasar Lama,1122,270000,tangerang,2,8.1,-6.1778333,106.6319715,0.014568207,133292.1429,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0
Hotel Mentari Pasar Lama,1123,270000,tangerang,2,8.1,-6.1778333,106.6319715,0.014568207,133292.1429,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0
Hotel Mentari Pasar Lama,1124,270000,tangerang,2,8.1,-6.1778333,106.6319715,0.014568207,169949.5556,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0
Hotel Mentari Pasar Lama,1125,270000,tangerang,2,8.1,-6.1778333,106.6319715,0.014568207,219388.3333,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0
HM Social Karawaci,1119,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,73680.8,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1120,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,63205.5,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1121,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,73293.4,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1122,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,73293.4,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1123,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,71913.7,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1124,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,73293.4,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1125,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,71913.7,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1126,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,72169.6,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1127,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,70350.4,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0
HM Social Karawaci,1128,270000,tangerang,0,8.4,-6.2286887,106.5906917,0.006556665,68887.4,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0
Starlet Hotel BSD City Tangerang,1123,270000,tangerang,0,8.1,-6.2888651,106.6512365,0.013724483,329316.5,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel BSD City Tangerang,1124,270000,tangerang,0,8.1,-6.2888651,106.6512365,0.013724483,345769.5556,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel BSD City Tangerang,1125,270000,tangerang,0,8.1,-6.2888651,106.6512365,0.013724483,542441.6,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1027,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,336711,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1028,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,291806.625,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1029,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,313056.5,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1030,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,271284.8889,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1031,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,306115.1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1101,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,299925.375,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1102,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,354075.25,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1103,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,368066,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1104,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,347105.875,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1105,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,299297.3333,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1106,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,307224.2222,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1107,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,296850.5556,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0
Starlet Hotel Serpong,1108,270480,tangerang,1,8.3,-6.2306439,106.6411563,0.016428322,288555.7,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
OYO Flagship 2131 Hotel Binong Near Rumah Sakit Aminah,1127,271865,tangerang,2,7.8,-6.2273555,106.5955659,0.007124279,69790.9,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1119,272105,tangerang,0,7.6,-6.2477175,106.6104054,0.01363666,407428.5,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
OYO 3277 Inayah Pkpri Hotel Syariah,1030,272517,serang,0,7.9,-6.1075782,106.1702346,0.024545906,101042.3333,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0
Capital O 90569 Sultan Premiere Majestic Point Serpong,1030,274370,tangerang,0,7.1,-6.2477175,106.6104054,0.01363666,388892.3333,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0
