Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,karangasem,ogan komering ilir,gianyar,tabanan,buleleng,badung,denpasar,jembrana,bangli,klungkung
Balangan Garden Bungalow by Gaing Mas Group,1101,202405,badung,0,8.1,-8.7999764,115.1320171,0.011401112,525515.625,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Xotic Bali,1029,203009,badung,3,8.8,-8.8006483,115.1638338,0.012770661,129395.5714,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
The Xotic Bali,1121,203181,badung,3,8.8,-8.8006483,115.1638338,0.012770661,1421340.222,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1101,203320,badung,2,8.6,-8.7093376,115.1730838,0.001575303,163830.4444,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1112,203320,badung,2,8.6,-8.7093376,115.1730838,0.001575303,114318.2,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1114,203320,badung,2,8.6,-8.7093376,115.1730838,0.001575303,114972.6,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1115,203320,badung,2,8.6,-8.7093376,115.1730838,0.001575303,102806.8889,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1116,203320,badung,2,8.6,-8.7093376,115.1730838,0.001575303,100976.625,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1117,203320,badung,2,8.6,-8.7093376,115.1730838,0.001575303,94055.55556,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1118,203320,badung,2,8.6,-8.7093376,115.1730838,0.001575303,102586.3333,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1119,203320,badung,2,8.6,-8.7093376,115.1730838,0.001575303,122934.2,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1120,203320,badung,2,8.6,-8.7093376,115.1730838,0.001575303,124197.5,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1121,203320,badung,2,8.6,-8.7093376,115.1730838,0.001575303,109318.1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Pondok Wisata Intan Indah 2,1026,203613,denpasar,4,0,-8.644467,115.270805,0.022949257,93590.44444,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Satriya Cottages,1020,204000,badung,3,8.7,-8.7185099,115.1703815,0.001515763,319172,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1021,204000,badung,3,8.7,-8.7185099,115.1703815,0.001515763,291241.625,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1023,204000,badung,3,8.7,-8.7185099,115.1703815,0.001515763,258416.6667,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1024,204000,badung,3,8.7,-8.7185099,115.1703815,0.001515763,256946.7778,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1025,204000,badung,3,8.7,-8.7185099,115.1703815,0.001515763,288803.125,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1026,204000,badung,3,8.7,-8.7185099,115.1703815,0.001515763,313014.2857,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1027,204000,badung,3,8.7,-8.7185099,115.1703815,0.001515763,313014.2857,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1028,204000,badung,3,8.7,-8.7185099,115.1703815,0.001515763,295637.5,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Sense Hotel Seminyak,1025,204000,badung,4,8.3,-8.6822263,115.1544035,0.003513622,829401.3,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Sense Hotel Seminyak,1026,204000,badung,4,8.3,-8.6822263,115.1544035,0.003513622,884946.5556,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1113,204000,badung,3,8.7,-8.7185099,115.1703815,0.001527935,285066.4444,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1117,204000,badung,3,8.7,-8.7185099,115.1703815,0.001527935,273049.25,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1118,204000,badung,3,8.7,-8.7185099,115.1703815,0.001527935,273049.25,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1119,204000,badung,3,8.7,-8.7185099,115.1703815,0.001527935,318640.5,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Satriya Cottages,1120,204000,badung,3,8.7,-8.7185099,115.1703815,0.001527935,315317.7,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Koji Garden Huts,1024,204092,klungkung,3,0,-8.6837161,115.4354293,0.003060079,412182.8,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Warapsari Inn,1022,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,195291.7143,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1023,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,200832.4444,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1024,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,199335.8889,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1025,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,210228,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1026,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,201652.7778,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1027,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,224708.3333,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1031,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,188936.5,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1101,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,251458.3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1112,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,211504.5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1113,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,180972.875,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1114,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,207500.1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1115,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,206515.1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1116,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,212354.5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1117,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,236808.3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1118,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,211221.2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1119,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,205376,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1120,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,204776,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Warapsari Inn,1121,204159,badung,1,7.5,-8.7341721,115.1705778,0.002635295,212481.2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Cara Cara Inn,1114,204480,badung,3,8.8,-8.7227648,115.1732833,0.001732508,129146.1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Xotic Bali,1028,204634,badung,3,8.8,-8.8006483,115.1638338,0.012770661,124811.5714,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Abangan Bungalow,1119,204668,gianyar,0,0,-8.5040597,115.2578811,0.003986425,823637.2,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
The Xotic Bali,1027,204846,badung,3,8.8,-8.8006483,115.1638338,0.012770661,1254010.6,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Tropico Jimbaran Bali,1020,204906,badung,2,8.8,-8.8042161,115.1780346,0.017675839,71067.16667,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Tropico Jimbaran Bali,1021,204906,badung,2,8.8,-8.8042161,115.1780346,0.017675839,86805.28571,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Tropico Jimbaran Bali,1022,204906,badung,2,8.8,-8.8042161,115.1780346,0.017675839,138735.75,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pondok Taksu Bali,1025,205200,badung,3,0,-8.7175677,115.1772858,0.002125956,90286.11111,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ZURI Express Jimbaran,1024,205207,badung,3,8.6,-8.7823974,115.1740347,0.005692493,253157.8,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 2581 Ketut Smile,1021,205683,denpasar,0,8.3,-8.6495935,115.2460557,0.016208134,42121.3,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Kishi-Kishi Suites Ubud by EPS,1112,205700,gianyar,2.5,0,-8.4785826,115.2709283,0.007646509,503452.3,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Kishi-Kishi Suites Ubud by EPS,1113,205700,gianyar,2.5,0,-8.4785826,115.2709283,0.007646509,728332.1667,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Kishi-Kishi Suites Ubud by EPS,1114,205700,gianyar,2.5,0,-8.4785826,115.2709283,0.007646509,527315,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Kishi-Kishi Suites Ubud by EPS,1115,205700,gianyar,2.5,0,-8.4785826,115.2709283,0.007646509,502606,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
The Xotic Bali,1025,205893,badung,3,8.8,-8.8006483,115.1638338,0.012770661,1359078.556,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
221 Garden Cottages,1112,206018,klungkung,0,8.7,-8.6850604,115.4381846,0.004640725,358243.2,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
221 Garden Cottages,1114,206018,klungkung,0,8.7,-8.6850604,115.4381846,0.004640725,358243.2,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
221 Garden Cottages,1115,206018,klungkung,0,8.7,-8.6850604,115.4381846,0.004640725,358243.2,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
221 Garden Cottages,1116,206018,klungkung,0,8.7,-8.6850604,115.4381846,0.004640725,358243.2,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
221 Garden Cottages,1117,206018,klungkung,0,8.7,-8.6850604,115.4381846,0.004640725,358243.2,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
221 Garden Cottages,1118,206018,klungkung,0,8.7,-8.6850604,115.4381846,0.004640725,358243.2,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
221 Garden Cottages,1119,206018,klungkung,0,8.7,-8.6850604,115.4381846,0.004640725,370925.1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
221 Garden Cottages,1121,206018,klungkung,0,8.7,-8.6850604,115.4381846,0.004640725,373925.1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Bakung Sari Resort and Spa,1025,206204,badung,3,8,-8.7258455,115.1748087,0.001930454,94968.7,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Bakung Sari Resort and Spa,1026,206204,badung,3,8,-8.7258455,115.1748087,0.001930454,109685.125,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Bakung Sari Resort and Spa,1027,206204,badung,3,8,-8.7258455,115.1748087,0.001930454,111432.7778,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Beach Huts,1023,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,298014.3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1024,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,297457.5,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1025,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,297948.9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1026,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,297450.4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1027,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,297163.4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1028,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,165459.25,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1030,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,307578.5,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1114,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,274422.9,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1115,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,273799.9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1116,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,273799.9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1118,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,274004.3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1119,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,286441,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1120,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,300642,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Beach Huts,1121,206222,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,270052.5,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Natya Hotel Kuta,1024,206250,badung,3,8.5,-8.7267539,115.1800457,0.004312193,92064.8,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The ONE Legian,1118,206250,badung,4,8.5,-8.71403,115.173611,0.001140264,72971.9,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1020,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,65097.83333,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1021,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,489151.1429,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1022,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,791041,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1023,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,881508.625,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1024,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,779979.625,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1029,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,92657.28571,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1030,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,418418.1111,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1031,206305,badung,3,8.5,-8.6386388,115.1546899,0.008889551,652758,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1101,206305,badung,3,8.5,-8.6386388,115.1546899,0.008889551,690550.2222,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1112,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,865135.8889,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1114,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,734014.1111,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1115,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,865204.3333,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1116,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,654359.2,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1117,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,650500,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1118,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,880466.8889,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Canggu Dream Village,1119,206305,badung,3,8.4,-8.6386388,115.1546899,0.008889551,723119.3333,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 2581 Ketut Smile,1031,206400,denpasar,0,8.3,-8.6495935,115.2460557,0.016208134,35944.8,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Suma Beach Hotel,1021,206550,buleleng,3,7.7,-8.1544244,115.038086,0.006685289,229555.7,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Suma Beach Hotel,1022,206550,buleleng,3,7.7,-8.1544244,115.038086,0.006685289,230751.5,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Suma Beach Hotel,1023,206550,buleleng,3,7.7,-8.1544244,115.038086,0.006685289,220998.8889,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Suma Beach Hotel,1024,206550,buleleng,3,7.7,-8.1544244,115.038086,0.006685289,221751.4,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Suma Beach Hotel,1025,206550,buleleng,3,7.7,-8.1544244,115.038086,0.006685289,247062.7778,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Suma Beach Hotel,1026,206550,buleleng,3,7.7,-8.1544244,115.038086,0.006685289,247062.7778,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Suma Beach Hotel,1027,206550,buleleng,3,7.7,-8.1544244,115.038086,0.006685289,253764.375,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Suma Beach Hotel,1031,206550,buleleng,3,7.7,-8.1544244,115.038086,0.006685289,226689.4444,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Urban Styles Everyday Kuta,1024,206700,badung,2,7.8,-8.7106291,115.1787084,0.003454839,111818.6667,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Urban Styles Everyday Kuta,1025,206700,badung,2,7.8,-8.7106291,115.1787084,0.003454839,104664.7,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Urban Styles Everyday Kuta,1027,206700,badung,2,7.8,-8.7106291,115.1787084,0.003454839,99346,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Urban Styles Everyday Kuta,1028,206700,badung,2,7.8,-8.7106291,115.1787084,0.003454839,50962.875,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Urban Styles Everyday Kuta,1029,206700,badung,2,7.8,-8.7106291,115.1787084,0.003454839,52912.375,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Urban Styles Everyday Kuta,1030,206700,badung,2,7.8,-8.7106291,115.1787084,0.003454839,95984.88889,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Samana Residence Denpasar,1112,206700,denpasar,2,8.4,-8.6746892,115.2367471,0.011298825,69095.1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Samana Residence Denpasar,1113,206700,denpasar,2,8.4,-8.6746892,115.2367471,0.011298825,102487.5,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Samana Residence Denpasar,1114,206700,denpasar,2,8.4,-8.6746892,115.2367471,0.011298825,67372,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Samana Residence Denpasar,1115,206700,denpasar,2,8.4,-8.6746892,115.2367471,0.011298825,74332.2,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Samana Residence Denpasar,1119,206700,denpasar,2,8.4,-8.6746892,115.2367471,0.011298825,72086.1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Di Uma Residence Hotel & Dormitory,1115,206888,denpasar,2,8.3,-8.691652,115.2360822,0.01630778,43353,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
OYO 2581 Ketut Smile,1025,206911,denpasar,0,8.3,-8.6495935,115.2460557,0.016208134,45323.7,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Maharani Beach Hotel,1022,206917,badung,3,7.5,-8.7198744,115.1695467,0.001579369,376744.6,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
The Beach Huts,1101,206925,klungkung,1,8.6,-8.6754809,115.4472507,0.010444863,293913.1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Taruna Boutique Homestay & Spa,1029,207000,buleleng,3,8.1,-8.1473668,114.6635055,0.031463021,362982.1429,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Taruna Boutique Homestay & Spa,1030,207000,buleleng,3,8.1,-8.1473668,114.6635055,0.031463021,333932.875,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
OYO 2581 Ketut Smile,1027,207028,denpasar,0,8.3,-8.6495935,115.2460557,0.016208134,44182.3,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
KOA D Surfer Hotel,1020,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,621803.1111,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
KOA D Surfer Hotel,1021,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,590725.2222,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
KOA D Surfer Hotel,1022,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,603247.4444,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
KOA D Surfer Hotel,1023,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,540558.6667,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
KOA D Surfer Hotel,1024,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,517281.3,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
KOA D Surfer Hotel,1025,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,491844.7778,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
KOA D Surfer Hotel,1026,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,513423.8,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
KOA D Surfer Hotel,1028,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,550490.125,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
KOA D Surfer Hotel,1029,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,505681.3333,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
KOA D Surfer Hotel,1030,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,529740.125,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
KOA D Surfer Hotel,1031,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,516943.125,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
KOA D Surfer Hotel,1112,207315,badung,4,8.5,-8.6645577,115.1416502,0.008498502,775612,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
