Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,sukabumi,cianjur,bekasi,cirebon,bandung,bogor,sumedang,banjar,subang,karawang,tasikmalaya,majalengka,purwakarta,garut,jakarta selatan,kuningan,pengandaran,ciamis,pangandaran,indramayu,depok
Home 33,1031,202400,bandung,1,7.8,-6.8874476,107.5846203,0.002700404,48354.88889,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home 33,1101,202400,bandung,1,7.8,-6.8874476,107.5846203,0.002700404,49308.88889,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home 33,1116,202400,bandung,1,7.8,-6.8874476,107.5846203,0.002700404,47865.11111,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home 33,1117,202400,bandung,1,7.8,-6.8874476,107.5846203,0.002700404,53094.88889,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home 33,1118,202400,bandung,1,7.8,-6.8874476,107.5846203,0.002700404,42609,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zodiak Paskal by KAGUM Hotels,1020,202500,karawang,2,7.5,-6.9115068,107.5981733,0.001616068,240787.7,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jatinangor Hotel & Restaurant,1113,202500,sumedang,3,7.3,-6.9372222,107.7593013,0.017916996,160127.75,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jatinangor Hotel & Restaurant,1114,202500,sumedang,3,7.3,-6.9372222,107.7593013,0.017916996,160019.5,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jatinangor Hotel & Restaurant,1115,202500,sumedang,3,7.3,-6.9372222,107.7593013,0.017916996,155456.3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyland Bogor Valley Apartments,1115,202501,bogor,3,6.8,-6.5613927,106.800093,0.021239859,194522.6667,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyland Bogor Valley Apartments,1116,202501,bogor,3,6.8,-6.5613927,106.800093,0.021239859,174568.5,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyland Bogor Valley Apartments,1117,202501,bogor,3,6.8,-6.5613927,106.800093,0.021239859,208242.6,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyland Bogor Valley Apartments,1118,202501,bogor,3,6.8,-6.5613927,106.800093,0.021239859,134455.6,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 630 Green Lake View Cimanggis,1022,202589,bogor,2,7.5,-6.3975573,106.868802,0.043286058,274015,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90510 Sand's Residence,1024,202600,karawang,0,7.9,-6.3085908,107.2910976,0.010087143,41827.2,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO 3955 Hotel Bumi Kitri Pramuka,1114,202613,bogor,2,7.6,-6.8927672,107.640968,0.012908761,147626.5556,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 3822 Mine Home,1117,202623,bandung,1,8.2,-6.8891593,107.6033944,0.004806717,206194.125,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Sabang,1121,202635,bandung,3,8.5,-6.9094297,107.6240892,0.004307354,288075.7,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Green Valley,1020,202702,bogor,0,7.7,-6.6845819,106.9586545,0.013875642,305154,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Green Valley,1021,202702,bogor,0,7.7,-6.6845819,106.9586545,0.013875642,288548.125,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1736 Pondok Kurnia,1031,202707,sukabumi,2,8.1,-6.9452592,107.6266781,0.008001269,93347.5,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1131 Gunung Geulis Village,1031,202723,bogor,2,7.5,-6.6361213,106.8817284,0.016547514,337540.2,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90510 Sand's Residence,1025,202741,karawang,0,8,-6.3085908,107.2910976,0.010087143,58768.1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO 2302 Blue House Costel Syariah,1022,202768,cianjur,0,7.3,-6.8257499,107.1326252,0.012876691,370300.4286,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 2302 Blue House Costel Syariah,1023,202877,cianjur,0,7.3,-6.8257499,107.1326252,0.012876691,262073.7778,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1736 Pondok Kurnia,1112,202921,sukabumi,2,8.1,-6.9452592,107.6266781,0.008068391,68357.55556,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1785 Villa Jeruk Ciwidey,1118,203003,bandung,2,8.2,-7.117166,107.4217703,0.047726055,229935.6667,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 2302 Blue House Costel Syariah,1021,203040,cianjur,0,7.3,-6.8257499,107.1326252,0.012876691,85645.75,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1370 Sudirman Guesthouse Syariah,1118,203054,garut,2,8.6,-7.2269729,107.9137918,0.029672541,80576.75,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OYO 90164 La'rissa Residence,1030,203114,karawang,2,7.6,-6.3260958,107.2760385,0.014567365,77874.9,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO 1736 Pondok Kurnia,1027,203144,sukabumi,2,8.1,-6.9452592,107.6266781,0.008001269,103464,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1209 Tirtasari Nice Guesthouse,1029,203160,bandung,2,7.4,-6.8758706,107.5744382,0.009672141,129805.625,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90223 Bumi Langit,1113,203259,cianjur,0,8.6,-6.8452002,107.1387113,0.0235379,331841.8571,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collection O 22 Hotel Pasar Baru Heritage,1118,203305,bandung,3,8.2,-6.9178984,107.6041575,0.003222841,309074.9,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90408 Hotel Horton,1022,203324,cirebon,1,8.5,-6.7053584,108.559602,0.002918007,131377.3333,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2190 Alamanda 7 Syariah,1031,203372,bandung,1.5,8,-6.8878648,107.6353614,0.010593405,112389.4,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90510 Sand's Residence,1023,203447,karawang,0,7.9,-6.3085908,107.2910976,0.010087143,47532.2,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO 258 Flagship The Enviro Cikarang,1101,203458,bekasi,2,8.7,-6.2843124,107.176276,0.021179801,136377.5556,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1025,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,109432.5,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1027,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,310665.625,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1028,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,119202.7778,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1029,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,141424.8,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1030,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,229749.7778,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1031,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,143432.5,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1101,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,407536.1111,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1112,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,152932.5,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1113,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,242546.4286,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1114,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,117332.5,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1115,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,97536.11111,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1116,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,122433.4,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1118,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,86501,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1119,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,93723.22222,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1120,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,179100.125,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapadia Hotel Cirebon,1121,203500,cirebon,2,7.9,-6.7411825,108.5528463,0.015222555,141500,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90596 Hotel Griya Astoeti,1119,203560,bogor,0,8.1,-6.67234,106.9239168,0.005647557,110090.5,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Bumi Makmur Indah Lembang,1028,203583,bandung,2,8.7,-6.8133894,107.6156591,0.0073713,428785.1111,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 2346 Hotel Padjadjaran 1,1031,203670,tasikmalaya,0,6.7,-7.328933,108.1979633,0.014415737,163815,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 677 Rianes Family Guest House,1027,203773,bandung,2,8.4,-6.8070128,107.6394645,0.012332548,274374.3333,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 2034 Eden Guest House,1119,203826,depok,2,7.9,-6.3970389,106.8646856,0.042067156,349931.1429,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OYO 1667 Edotel Smkn 1 Pacet Syariah,1024,204021,sukabumi,1,7.7,-6.7240645,107.0656018,0.02569852,325539,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 352 Wisma Sabang,1117,204050,bandung,2,8.3,-6.9094297,107.6240892,0.004307354,414101.8889,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 2369 Cempaka Residence Ciwidey,1029,204096,bandung,0,6.6,-7.1315159,107.4188468,0.049452353,198532.3333,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1308 Darmo Residence,1031,204110,bandung,3,8.6,-6.8970362,107.5879146,0.0059698,207528.3333,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90570 Heboh Guest House,1101,204156,bandung,0,7.7,-7.0426651,107.730565,0.112386009,149369.4,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1742 Safa Alya,1027,204176,bekasi,1.5,7.8,-6.311565,106.9331092,0.052076483,103447.5,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1742 Safa Alya,1029,204224,bekasi,1.5,7.8,-6.311565,106.9331092,0.052076483,124618.25,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90048 Teratai Bekasi Guesthouse,1031,204238,bekasi,1,7.1,-6.2435267,107.0016462,0.007643389,161289.1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1982 Golf Papa Costel,1020,204278,cianjur,1,7.8,-6.8181734,107.1435154,0.014693226,166688.5,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1308 Darmo Residence,1028,204289,bandung,3,8.6,-6.8970362,107.5879146,0.0059698,618394.6,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1785 Villa Jeruk Ciwidey,1115,204293,bandung,2,8.2,-7.117166,107.4217703,0.047726055,227615.5556,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 2674 Siliwangi Guest House Syariah,1025,204301,tasikmalaya,0,8.6,-7.3487248,108.2261793,0.022224791,152538.3,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 2034 Eden Guest House,1120,204305,depok,2,7.9,-6.3970389,106.8646856,0.042067156,235875.8333,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OYO 90596 Hotel Griya Astoeti,1121,204390,bogor,0,8.1,-6.67234,106.9239168,0.005647557,178083.7,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1308 Darmo Residence,1024,204430,bandung,3,8.6,-6.8970362,107.5879146,0.0059698,167365.1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 3429 Sentra Paskal Near Rumah Sakit Kebon Jati,1022,204594,karawang,2,8.1,-6.9153852,107.5971551,0.002834755,480784,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO 3822 Mine Home,1027,204806,bandung,1,8.2,-6.8891593,107.6033944,0.004806717,308613,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1020,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,213687,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1021,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,267621.3,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1022,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,265146.2,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1023,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,248777.6667,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1024,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,204539.8,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1025,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,199702.5,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1026,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,202427.6,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1027,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,252291,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1028,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,231945.75,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1029,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,208399.75,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1030,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,266694.1111,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1031,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,197034.5556,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1101,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,218547.1429,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1112,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,267545.5,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1113,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,249565.125,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1114,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,205425.5,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1115,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,204961.9,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1116,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,204063.4,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1117,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,216389.25,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1118,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,206947.125,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1119,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,281040.5,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1120,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,253404.8,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandiri Hotel - Banjar,1121,204819,banjar,0,7.9,-7.3651127,108.5326045,0.276525232,216462.1429,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Arwiga,1116,204820,bandung,2,8.2,-6.8929135,107.5989163,0.004655778,268437.6,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Arwiga,1117,204820,bandung,2,8.2,-6.8929135,107.5989163,0.004655778,165896.625,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 258 Flagship The Enviro Cikarang,1115,204944,bekasi,2,8.7,-6.2843124,107.176276,0.021179801,128915.2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 580 Losmen Cikuda,1121,204950,bogor,1,7.6,-6.4051278,106.9507292,0.06295378,105012.3,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rangga Inn,1020,205000,subang,3,7.8,-6.5813756,107.7459488,0.075032976,124207,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rangga Inn,1021,205000,subang,3,7.8,-6.5813756,107.7459488,0.075032976,91484.22222,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rangga Inn,1022,205000,subang,3,7.8,-6.5813756,107.7459488,0.075032976,143376.5556,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rangga Inn,1023,205000,subang,3,7.8,-6.5813756,107.7459488,0.075032976,136117.8571,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rangga Inn,1024,205000,subang,3,7.8,-6.5813756,107.7459488,0.075032976,105321.7,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rangga Inn,1025,205000,subang,3,7.8,-6.5813756,107.7459488,0.075032976,81646.55556,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rangga Inn,1026,205000,subang,3,7.8,-6.5813756,107.7459488,0.075032976,81443.77778,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rangga Inn,1027,205000,subang,3,7.8,-6.5813756,107.7459488,0.075032976,91775,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rangga Inn,1028,205000,subang,3,7.8,-6.5813756,107.7459488,0.075032976,90955.11111,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rangga Inn,1029,205000,subang,3,7.8,-6.5813756,107.7459488,0.075032976,108629.3,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
