Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,karangasem,ogan komering ilir,gianyar,tabanan,buleleng,badung,denpasar,jembrana,bangli,klungkung
Lavarta Hotel,1105,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,103139.9,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1106,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,97308.1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1107,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,101648.7,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1108,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,135506.3,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1119,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,93796.8,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1120,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,83533.44444,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1121,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,75420.3,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1122,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,93805.4,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1123,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,93347.2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1124,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,89133.3,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1125,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,89688.4,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1126,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,98379.44444,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1127,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,111473.8889,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Lavarta Hotel,1128,137599,denpasar,1,7.9,-8.635511,115.2033459,0.006154399,102499.6,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
The Aromas of Bali Hotel & Residence,1031,137800,badung,3,7.6,-8.7117211,115.1727407,0.001918841,131685,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Aromas of Bali Hotel & Residence,1107,137800,badung,3,7.6,-8.7117211,115.1727407,0.001918841,138522.9,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 2122 Puri Sanur,1128,137944,denpasar,2,8,-8.6822525,115.2561076,0.005131418,231236.2,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
OYO 3156 Hotel Warta Dua,1108,137949,denpasar,1.5,7.7,-8.6416334,115.2093387,0.005720489,88956.3,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Hadi Poetra Hotel,1121,138552,badung,3,8.2,-8.7282211,115.1767921,0.003732369,111623.4444,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1122,138552,badung,3,8.2,-8.7282211,115.1767921,0.003732369,110447.9,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1127,138552,badung,3,8.2,-8.7282211,115.1767921,0.003732369,127367.5556,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 2438 D' Tamblingan Guesthouse,1027,138884,badung,2,8.4,-8.7884271,115.1843068,0.009023888,84783.44444,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Aromas of Bali Hotel & Residence,1122,138945,badung,3,7.6,-8.7117211,115.1727407,0.001918841,140573.4,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Warta Putra,1123,139501,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,83515.8,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1124,139501,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,78921.5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1125,139501,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,79476.6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1027,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,87603.2,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1028,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,82836.8,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1029,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,85211.3,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1030,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,82871,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1031,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,83896.5,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1101,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,89079,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1102,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,89676,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1103,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,92616.3,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1104,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,93782.6,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1105,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,95007.8,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1106,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,89716,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1107,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,89176,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1108,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,88175.2,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1119,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,88282.88889,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1121,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,77115.22222,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1122,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,105807.625,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1123,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,97948.11111,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1124,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,96294.22222,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1125,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,96783.55556,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1126,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,97311.5,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1952 Hotel Dewata Indah,1127,139972,denpasar,2,8.3,-8.6369485,115.2228678,0.012904985,90096,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 90067 Hotel Nuansa Indah,1123,139972,denpasar,1,8,-8.6376466,115.2229544,0.012600761,97948.11111,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 90067 Hotel Nuansa Indah,1124,139972,denpasar,1,8,-8.6376466,115.2229544,0.012600761,96294.22222,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 90067 Hotel Nuansa Indah,1125,139972,denpasar,1,8,-8.6376466,115.2229544,0.012600761,96783.55556,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 90067 Hotel Nuansa Indah,1126,139972,denpasar,1,8,-8.6376466,115.2229544,0.012600761,97311.5,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 90067 Hotel Nuansa Indah,1127,139972,denpasar,1,8,-8.6376466,115.2229544,0.012600761,90096,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 90067 Hotel Nuansa Indah,1128,139972,denpasar,1,8,-8.6376466,115.2229544,0.012600761,93052,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Akatara Stay Jimbaran Bali,1102,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,124053.9,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1103,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,124053.9,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1104,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,124053.9,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1105,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,124053.9,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1106,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,124053.9,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1107,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,119893.9,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1108,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,130026.1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Zest Hotel Legian,1027,140000,badung,3,9,-8.700064,115.165934,0.001997803,193490.25,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Zest Hotel Legian,1029,140000,badung,3,9,-8.700064,115.165934,0.001997803,530748.7,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Zest Hotel Legian,1030,140000,badung,3,9,-8.700064,115.165934,0.001997803,538546.9,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Zest Hotel Legian,1031,140000,badung,3,9,-8.700064,115.165934,0.001997803,673059.9,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Zest Hotel Legian,1101,140000,badung,3,9,-8.700064,115.165934,0.001997803,677851.3,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Zest Hotel Legian,1102,140000,badung,3,9,-8.700064,115.165934,0.001997803,677851.3,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Zest Hotel Legian,1103,140000,badung,3,9,-8.700064,115.165934,0.001997803,673713.5,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Zest Hotel Legian,1104,140000,badung,3,9,-8.700064,115.165934,0.001997803,170647.75,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Zest Hotel Legian,1105,140000,badung,3,9,-8.700064,115.165934,0.001997803,508518.2,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1119,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,124027.9,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1121,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,124027.9,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1122,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,144983.1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1123,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,134583.1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1124,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,153583.6,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1125,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,153583.6,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1126,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,153583.6,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1127,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,91608.25,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Akatara Stay Jimbaran Bali,1128,140000,badung,1,8.3,-8.7792027,115.1842341,0.009439352,131426.1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Warta Putra,1027,140001,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,91332,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1028,140001,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,88674.77778,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1029,140001,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,88674.77778,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1030,140001,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,85407.77778,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1031,140001,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,90036.11111,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1104,140001,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,95074,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1105,140001,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,92958.5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1106,140001,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,87126.7,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1119,140001,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,83615.4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1121,140001,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,65238.9,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Warta Putra,1122,140001,denpasar,2.5,0,-8.6373219,115.2032525,0.0052156,83624,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Bali Duta Wisata Beach Inn,1028,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,119551,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1029,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,246704.3333,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1030,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,223967.4286,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1031,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,213947.75,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1101,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,201522.8889,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1102,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,201238.3333,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1103,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,202262.8889,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1104,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,106186.125,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1105,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,99317.71429,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1106,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,100468,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1107,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,186771.5556,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1108,140140,badung,1,7.8,-8.7160609,115.1724809,0.001539932,186774.3333,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1119,140140,badung,1,7.8,-8.7160609,115.1724809,0.001648943,166839.7,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1120,140140,badung,1,7.8,-8.7160609,115.1724809,0.001648943,214352.5714,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1121,140140,badung,1,7.8,-8.7160609,115.1724809,0.001648943,179067.6667,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1122,140140,badung,1,7.8,-8.7160609,115.1724809,0.001648943,159627.4,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1123,140140,badung,1,7.8,-8.7160609,115.1724809,0.001648943,169254.7,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1124,140140,badung,1,7.8,-8.7160609,115.1724809,0.001648943,166925.2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1125,140140,badung,1,7.8,-8.7160609,115.1724809,0.001648943,166293.9,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1126,140140,badung,1,7.8,-8.7160609,115.1724809,0.001648943,159723.8,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1127,140140,badung,1,7.8,-8.7160609,115.1724809,0.001648943,170637.5556,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bali Duta Wisata Beach Inn,1128,140140,badung,1,7.8,-8.7160609,115.1724809,0.001648943,168872.8,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1027,140243,badung,3,8.2,-8.7282211,115.1767921,0.003580001,156128.1667,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1028,140243,badung,3,8.2,-8.7282211,115.1767921,0.003580001,164975.5,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1102,140243,badung,3,8.2,-8.7282211,115.1767921,0.003580001,159899.3333,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1105,140243,badung,3,8.2,-8.7282211,115.1767921,0.003580001,125776.5714,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1106,140243,badung,3,8.2,-8.7282211,115.1767921,0.003580001,121269.8,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1107,140243,badung,3,8.2,-8.7282211,115.1767921,0.003580001,139372.875,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1108,140243,badung,3,8.2,-8.7282211,115.1767921,0.003580001,146469.1111,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1119,140243,badung,3,8.2,-8.7282211,115.1767921,0.003732369,111371.8889,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1123,140243,badung,3,8.2,-8.7282211,115.1767921,0.003732369,104147.8889,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1124,140243,badung,3,8.2,-8.7282211,115.1767921,0.003732369,109095.1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1125,140243,badung,3,8.2,-8.7282211,115.1767921,0.003732369,109021.5556,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1126,140243,badung,3,8.2,-8.7282211,115.1767921,0.003732369,109095.1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1128,140243,badung,3,8.2,-8.7282211,115.1767921,0.003732369,109573.3333,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Mahajaya,1027,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,84076.3,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1028,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,81684.8,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1029,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,81684.8,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1030,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,78744.5,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1031,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,82910,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1101,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,88904.6,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1102,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,89501.6,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1103,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,92441.9,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1104,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,92796.1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1105,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,94021.3,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1106,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,88189.5,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1107,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,89001.6,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1108,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,87460.8,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1119,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,88230.33333,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1120,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,70211.11111,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Hotel Mahajaya,1121,140940,denpasar,1,7.7,-8.6414187,115.2088473,0.005483781,63283.9,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
